fx_Unnamed: 0,fx_Date,fx_Time,fx_Round,fx_Day,fx_Venue,fx_Result,fx_GF,fx_GA,fx_Team,fx_Opponent,fx_Possession,fx_Formation,fx_Transfers - Home,fx_Shots,fx_SoT%,fx_G/SoT,fx_Avg. Distance of Shots,fx_FK Shots,fx_PK,fx_SoT Against,fx_Save%,fx_Clean Sheet,fx_PK Allowed,fx_# Defensive Actions OPA,fx_Live Passes,fx_Passes Completed,fx_Passes Under Pressure,fx_Ground Passes,fx_High Passes,fx_Shot-Creating Actions,fx_Presses (Applied),fx_Successful Dribbles,fx_Red Cards,fx_Yellow Cards,fx_Fouls,fx_Own Goals,fx_Aerial Battles Won (%),fx_kickoff,fx_team_norm,fx_side,epl_Unnamed: 0,epl_h_a,epl_xG,epl_xGA,epl_npxG,epl_npxGA,epl_deep,epl_deep_allowed,epl_scored,epl_missed,epl_xpts,epl_result,epl_date,epl_wins,epl_draws,epl_loses,epl_pts,epl_npxGD,epl_teamId,epl_ppda_cal,epl_allowed_ppda,epl_matchtime,epl_tot_points,epl_round,epl_tot_goal,epl_tot_con,epl_Referee.x,epl_HS.x,epl_HST.x,epl_HF.x,epl_HC.x,epl_HY.x,epl_HR.x,epl_AS.x,epl_AST.x,epl_AF.x,epl_AC.x,epl_AY.x,epl_AR.x,epl_B365H.x,epl_B365D.x,epl_B365A.x,epl_HtrgPerc,epl_AtrgPerc,epl_matchDay,epl_kickoff,epl_team_norm,epl_side,_merge
17,14/12/2019,15:00,Matchweek 17,Sat,Home,W,1,0,Burnley,Newcastle Utd,49,4-4-2,21.47,7,57.1,0.25,11.4,0,0,0,,1,0,1,365,293,100,232,124,11,139,60.0,0,0,17,0,55.0,2019-12-14 15:00:00,burnley,h,325,h,1.43602,1.08726,1.43602,1.08726,2,2,1,0,1.6641,w,12/14/2019 15:00,1,0,0,3,0.34876,Burnley,7.148148148,10.45,15,21,17,22,29,T Robinson,7,4,15,4,0,0,9,0,12,3,2,0,1.95,3.4,4,0.571428571,0,Sat,2019-12-14 15:00:00,burnley,h,both
18,14/12/2019,15:00,Matchweek 17,Sat,Home,W,2,0,Sheffield United,Aston Villa,57,3-5-2,63.45,7,42.9,0.67,11.2,0,0,0,,1,0,0,513,425,126,327,170,12,165,36.4,0,2,12,0,46.7,2019-12-14 15:00:00,sheffield united,h,330,h,1.888,0.97258,1.888,0.211411,13,1,2,0,2.1525,w,12/14/2019 15:00,1,0,0,3,1.676589,Sheffield United,8,10.85,15,25,17,21,16,P Bankes,7,3,10,3,2,0,8,0,9,2,2,0,1.85,3.75,4.2,0.428571429,0,Sat,2019-12-14 15:00:00,sheffield united,h,both
19,14/12/2019,15:00,Matchweek 17,Sat,Away,L,0,2,Aston Villa,Sheffield Utd,43,4-3-3,143.1,7,0.0,,19.0,0,0,3,33.3,0,0,0,371,303,106,220,131,15,185,71.4,0,2,9,0,53.3,2019-12-14 15:00:00,aston villa,a,323,a,0.97258,1.888,0.211411,1.888,1,13,0,2,0.591,l,12/14/2019 15:00,0,0,1,0,-1.676589,Aston Villa,10.85,8,15,15,17,23,30,P Bankes,7,3,10,3,2,0,8,0,9,2,2,0,1.85,3.75,4.2,0.428571429,0,Sat,2019-12-14 15:00:00,aston villa,a,both
19,14/12/2019,15:00,Matchweek 17,Sat,Home,D,1,1,Leicester City,Norwich City,56,4-4-2,93.87,19,26.3,0.0,15.2,0,0,3,66.7,0,0,1,489,457,116,371,93,24,197,45.0,0,0,13,0,53.1,2019-12-14 15:00:00,leicester,h,327,h,1.06421,1.16408,1.06421,1.16408,5,7,1,1,1.217,d,12/14/2019 15:00,0,1,0,1,-0.09987,Leicester,7.033333333,11.5,15,39,17,40,11,A Madley,18,5,11,12,0,0,10,3,15,4,4,0,1.22,6.5,13,0.277777778,0.3,Sat,2019-12-14 15:00:00,leicester,h,both
25,14/12/2019,15:00,Matchweek 17,Sat,Home,L,0,1,Chelsea,Bournemouth,65,4-2-3-1,40.5,16,25.0,0.0,13.2,1,0,2,50.0,0,0,2,599,510,110,448,118,20,151,60.0,0,1,9,0,60.4,2019-12-14 15:00:00,chelsea,h,326,h,2.02119,1.20777,2.02119,1.20777,6,3,0,1,1.9274,l,12/14/2019 15:00,0,0,1,0,0.81342,Chelsea,4.533333333,17.21052632,15,29,17,31,25,G Scott,18,5,9,9,1,0,11,2,14,4,2,0,1.25,6,12,0.277777778,0.181818182,Sat,2019-12-14 15:00:00,chelsea,h,both
18,14/12/2019,15:00,Matchweek 17,Sat,Away,W,1,0,Bournemouth,Chelsea,35,4-4-1-1,46.99,8,25.0,0.5,10.5,0,0,4,100.0,1,0,0,300,221,75,161,119,11,173,85.7,0,2,14,0,39.6,2019-12-14 15:00:00,bournemouth,a,324,a,1.20777,2.02119,1.20777,2.02119,3,6,1,0,0.8432,w,12/14/2019 15:00,1,0,0,3,-0.81342,Bournemouth,17.21052632,4.533333333,15,19,17,19,24,G Scott,18,5,9,9,1,0,11,2,14,4,2,0,1.25,6,12,0.277777778,0.181818182,Sat,2019-12-14 15:00:00,bournemouth,a,both
17,14/12/2019,15:00,Matchweek 17,Sat,Away,D,1,1,Norwich City,Leicester City,44,4-2-3-1,5.23,10,30.0,0.33,16.1,1,0,5,80.0,0,0,0,378,335,116,243,88,16,189,57.1,0,5,15,1,46.9,2019-12-14 15:00:00,norwich,a,329,a,1.16408,1.06421,1.16408,1.06421,7,5,1,1,1.4792,d,12/14/2019 15:00,0,1,0,1,0.09987,Norwich,11.5,7.033333333,15,12,17,18,35,A Madley,18,5,11,12,0,0,10,3,15,4,4,0,1.22,6.5,13,0.277777778,0.3,Sat,2019-12-14 15:00:00,norwich,a,both
18,14/12/2019,17:30,Matchweek 17,Sat,Away,W,1,0,West Ham United,Southampton,44,4-4-2,103.7,10,40.0,0.25,13.5,0,0,2,100.0,1,0,0,338,241,157,118,163,19,217,55.6,0,3,15,0,51.5,2019-12-14 17:30:00,west ham,a,332,a,0.90324,0.805884,0.90324,0.805884,8,7,1,0,1.3766,w,12/14/2019 17:30,1,0,0,3,0.097356,West Ham,11.95,7.722222222,17,19,17,19,28,M Atkinson,11,2,9,5,1,0,11,4,14,8,3,0,1.9,3.8,3.8,0.181818182,0.363636364,Sat,2019-12-14 17:30:00,west ham,a,both
19,14/12/2019,17:30,Matchweek 17,Sat,Home,L,0,1,Southampton,West Ham,56,4-4-2,51.75,11,18.2,0.0,16.8,1,0,4,75.0,0,0,0,451,367,129,254,145,17,184,50.0,0,1,11,0,48.5,2019-12-14 17:30:00,southampton,h,331,h,0.805884,0.90324,0.805884,0.90324,7,8,0,1,1.2782,l,12/14/2019 17:30,0,0,1,0,-0.097356,Southampton,7.722222222,11.95,17,15,17,18,36,M Atkinson,11,2,9,5,1,0,11,4,14,8,3,0,1.9,3.8,3.8,0.181818182,0.363636364,Sat,2019-12-14 17:30:00,southampton,h,both
30,15/12/2019,14:00,Matchweek 17,Sun,Home,L,1,2,Wolverhampton Wanderers,Tottenham,57,3-4-3,105.0,18,27.8,0.2,18.8,0,0,5,60.0,0,0,0,483,400,112,306,144,27,153,71.4,0,4,15,0,46.3,2019-12-15 14:00:00,wolves,h,336,h,0.718669,0.989205,0.718669,0.989205,8,10,1,2,1.0598,l,12/15/2019 14:00,0,0,1,0,-0.270536,Wolves,6.677419355,8.692307692,14,24,17,24,21,S Attwell,18,5,14,11,4,0,9,5,10,2,4,0,3.25,3.4,2.25,0.277777778,0.555555556,Sun,2019-12-15 14:00:00,wolves,h,both
23,15/12/2019,14:00,Matchweek 17,Sun,Away,W,2,1,Tottenham Hotspur,Wolves,43,4-2-3-1,115.2,9,55.6,0.4,13.9,0,0,5,80.0,0,0,0,365,292,84,218,106,16,196,70.0,0,4,10,0,53.7,2019-12-15 14:00:00,tottenham,a,335,a,0.989205,0.718669,0.989205,0.718669,10,8,2,1,1.6016,w,12/15/2019 14:00,1,0,0,3,0.270536,Tottenham,8.692307692,6.677419355,14,26,17,32,24,S Attwell,18,5,14,11,4,0,9,5,10,2,4,0,3.25,3.4,2.25,0.277777778,0.555555556,Sun,2019-12-15 14:00:00,tottenham,a,both
24,15/12/2019,14:00,Matchweek 17,Sun,Home,D,1,1,Manchester United,Everton,65,4-2-3-1,200.5,24,33.3,0.13,20.3,2,0,3,66.7,0,0,0,487,461,51,402,75,37,149,65.2,0,1,10,1,75.6,2019-12-15 14:00:00,man utd,h,334,h,1.48327,0.276759,1.48327,0.276759,4,2,1,1,2.3757,d,12/15/2019 14:00,0,1,0,1,1.206511,Man Utd,8.909090909,11.25,14,25,17,26,20,M Oliver,24,8,10,6,1,0,8,3,12,5,2,0,1.8,3.7,4.5,0.333333333,0.375,Sun,2019-12-15 14:00:00,man utd,h,both
19,15/12/2019,14:00,Matchweek 17,Sun,Away,D,1,1,Everton,Manchester Utd,35,4-4-2,106.6,8,37.5,0.0,23.5,1,0,8,87.5,0,0,0,248,191,77,142,109,9,162,12.5,0,2,13,0,24.4,2019-12-15 14:00:00,everton,a,333,a,0.276759,1.48327,0.276759,1.48327,2,4,1,1,0.3999,d,12/15/2019 14:00,0,1,0,1,-1.206511,Everton,11.25,8.909090909,14,18,17,20,29,M Oliver,24,8,10,6,1,0,8,3,12,5,2,0,1.8,3.7,4.5,0.333333333,0.375,Sun,2019-12-15 14:00:00,everton,a,both
24,15/12/2019,16:30,Matchweek 17,Sun,Home,L,0,3,Arsenal,Manchester City,42,4-2-3-1,137.5,6,16.7,0.0,18.1,0,0,7,57.1,0,0,1,450,422,102,343,103,10,223,47.4,0,1,13,0,35.0,2019-12-15 16:30:00,arsenal,h,337,h,0.28161,1.69553,0.28161,1.69553,1,6,0,3,0.3017,l,12/15/2019 16:30,0,0,1,0,-1.41392,Arsenal,18.13043478,8.513513514,16,22,17,24,27,P Tierney,6,1,9,3,1,0,14,7,24,3,4,0,6,5.25,1.44,0.166666667,0.5,Sun,2019-12-15 16:30:00,arsenal,h,both
25,15/12/2019,16:30,Matchweek 17,Sun,Away,W,3,0,Manchester City,Arsenal,58,4-2-3-1,143.5,14,50.0,0.43,17.6,0,0,1,100.0,1,0,2,659,628,159,520,62,25,211,50.0,0,4,24,0,65.0,2019-12-15 16:30:00,man city,a,338,a,1.69553,0.28161,1.69553,0.28161,6,1,3,0,2.5226,w,12/15/2019 16:30,1,0,0,3,1.41392,Man City,8.513513514,18.13043478,16,35,17,47,19,P Tierney,6,1,9,3,1,0,14,7,24,3,4,0,6,5.25,1.44,0.166666667,0.5,Sun,2019-12-15 16:30:00,man city,a,both
17,16/12/2019,19:45,Matchweek 17,Mon,Home,D,1,1,Crystal Palace,Brighton,34,4-3-3,5.49,11,36.4,0.25,13.9,0,0,10,90.0,0,0,1,306,254,71,192,101,14,185,69.2,0,1,10,0,66.7,2019-12-16 19:45:00,crystal palace,h,340,h,0.484859,2.48355,0.484859,2.48355,5,11,1,1,0.1452,d,12/16/2019 19:45,0,1,0,1,-1.998691,Crystal Palace,19.3125,5.25,19,23,17,15,19,C Pawson,11,4,7,3,1,0,15,10,12,7,1,0,2.55,3.25,2.87,0.363636364,0.666666667,Mon,2019-12-16 19:45:00,crystal palace,h,both
18,16/12/2019,19:45,Matchweek 17,Mon,Away,D,1,1,Brighton and Hove Albion,Crystal Palace,66,4-2-3-1,55.56,15,66.7,0.1,18.3,0,0,4,75.0,0,0,0,613,547,109,421,119,17,134,58.3,0,1,15,0,33.3,2019-12-16 19:45:00,brighton,a,339,a,2.48355,0.484859,2.48355,0.484859,11,5,1,1,2.7738,d,12/16/2019 19:45,0,1,0,1,1.998691,Brighton,5.25,19.3125,19,20,17,21,25,C Pawson,11,4,7,3,1,0,15,10,12,7,1,0,2.55,3.25,2.87,0.363636364,0.666666667,Mon,2019-12-16 19:45:00,brighton,a,both
21,21/12/2019,12:30,Matchweek 18,Sat,Home,D,0,0,Everton,Arsenal,43,4-4-2,106.6,9,0.0,,19.0,1,0,2,100.0,1,0,0,345,298,83,202,97,15,132,66.7,0,2,12,0,54.5,2019-12-21 12:30:00,everton,h,342,h,0.486523,0.881818,0.486523,0.881818,8,1,0,0,0.8431,d,12/21/2019 12:30,0,1,0,1,-0.395295,Everton,12.42307692,8.043478261,12,19,18,20,29,K Friend,9,0,10,5,2,0,6,2,11,4,3,0,2.3,3.8,2.87,0,0.333333333,Sat,2019-12-21 12:30:00,everton,h,both
25,21/12/2019,12:30,Matchweek 18,Sat,Away,D,0,0,Arsenal,Everton,57,4-2-3-1,137.5,6,33.3,0.0,13.9,0,0,0,,1,0,1,468,433,97,386,77,10,137,60.9,0,3,14,0,45.5,2019-12-21 12:30:00,arsenal,a,341,a,0.881818,0.486523,0.881818,0.486523,1,8,0,0,1.7956,d,12/21/2019 12:30,0,1,0,1,0.395295,Arsenal,8.043478261,12.42307692,12,23,18,24,27,K Friend,9,0,10,5,2,0,6,2,11,4,3,0,2.3,3.8,2.87,0,0.333333333,Sat,2019-12-21 12:30:00,arsenal,a,both
19,21/12/2019,15:00,Matchweek 18,Sat,Home,L,0,1,Brighton and Hove Albion,Sheffield Utd,69,4-2-3-1,55.56,9,22.2,0.0,18.0,1,0,2,50.0,0,0,0,647,569,120,435,149,16,124,56.3,0,1,8,0,49.2,2019-12-21 15:00:00,brighton,h,345,h,0.428371,1.65933,0.428371,1.65933,9,1,0,1,0.3871,l,12/21/2019 15:00,0,0,1,0,-1.230959,Brighton,8.533333333,20.22222222,15,20,18,21,26,R Jones,9,2,6,4,1,0,7,2,11,3,3,0,2.2,3.25,3.5,0.222222222,0.285714286,Sat,2019-12-21 15:00:00,brighton,h,both
18,21/12/2019,15:00,Matchweek 18,Sat,Away,W,1,0,Burnley,Bournemouth,37,4-4-2,21.47,2,50.0,1.0,15.4,0,0,0,,1,0,0,220,166,41,100,128,2,190,40.0,0,4,22,0,50.0,2019-12-21 15:00:00,burnley,a,346,a,0.144318,0.138532,0.144318,0.138532,0,6,1,0,1.1229,w,12/21/2019 15:00,1,0,0,3,0.005786,Burnley,8.392857143,5.555555556,15,24,18,23,29,M Atkinson,3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0,0.5,Sat,2019-12-21 15:00:00,burnley,a,both
19,21/12/2019,15:00,Matchweek 18,Sat,Home,L,0,1,Bournemouth,Burnley,63,4-2-3-1,46.99,3,0.0,,18.7,0,0,1,0.0,0,0,1,429,370,101,290,105,4,89,60.0,0,2,13,0,50.0,2019-12-21 15:00:00,bournemouth,h,344,h,0.138532,0.144318,0.138532,0.144318,6,0,0,1,1.1115,l,12/21/2019 15:00,0,0,1,0,-0.005786,Bournemouth,5.555555556,8.392857143,15,19,18,19,25,M Atkinson,3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0,0.5,Sat,2019-12-21 15:00:00,bournemouth,h,both
21,21/12/2019,15:00,Matchweek 18,Sat,Home,L,1,3,Aston Villa,Southampton,57,4-3-3,143.1,19,31.6,0.17,18.2,1,0,8,62.5,0,0,0,434,373,100,294,124,32,141,60.0,0,2,18,0,59.0,2019-12-21 15:00:00,aston villa,h,343,h,0.921054,2.63444,0.921054,2.63444,6,5,1,3,0.3435,l,12/21/2019 15:00,0,0,1,0,-1.713386,Aston Villa,10.4375,12,15,15,18,24,33,C Pawson,19,6,16,7,2,0,17,8,15,5,1,0,2.4,3.6,2.8,0.315789474,0.470588235,Sat,2019-12-21 15:00:00,aston villa,h,both
18,21/12/2019,15:00,Matchweek 18,Sat,Home,W,1,0,Newcastle United,Crystal Palace,42,3-5-2,60.66,8,37.5,0.33,23.3,0,0,4,100.0,1,0,0,351,296,92,230,116,13,213,42.9,0,2,15,0,57.1,2019-12-21 15:00:00,newcastle united,h,348,h,0.714368,0.985368,0.714368,0.985368,6,14,1,0,1.1211,w,12/21/2019 15:00,1,0,0,3,-0.271,Newcastle United,12.5,8.652173913,15,25,18,18,24,S Hooper,8,3,12,4,2,0,16,4,11,5,0,0,2.37,3.1,3.25,0.375,0.25,Sat,2019-12-21 15:00:00,newcastle united,h,both
20,21/12/2019,15:00,Matchweek 18,Sat,Away,W,3,1,Southampton,Aston Villa,43,4-4-2,51.75,17,47.1,0.38,14.7,2,0,6,83.3,0,0,0,320,252,94,175,105,19,175,85.7,0,1,18,0,41.0,2019-12-21 15:00:00,southampton,a,351,a,2.63444,0.921054,2.63444,0.921054,5,6,3,1,2.5233,w,12/21/2019 15:00,1,0,0,3,1.713386,Southampton,12,10.4375,15,18,18,21,37,C Pawson,19,6,16,7,2,0,17,8,15,5,1,0,2.4,3.6,2.8,0.315789474,0.470588235,Sat,2019-12-21 15:00:00,southampton,a,both
18,21/12/2019,15:00,Matchweek 18,Sat,Away,L,0,1,Crystal Palace,Newcastle Utd,58,4-3-3,5.49,16,25.0,0.0,16.2,1,0,3,66.7,0,0,0,483,448,82,361,96,28,138,54.2,0,0,11,0,42.9,2019-12-21 15:00:00,crystal palace,a,347,a,0.985368,0.714368,0.985368,0.714368,14,6,0,1,1.524,l,12/21/2019 15:00,0,0,1,0,0.271,Crystal Palace,8.652173913,12.5,15,23,18,15,20,S Hooper,8,3,12,4,2,0,16,4,11,5,0,0,2.37,3.1,3.25,0.375,0.25,Sat,2019-12-21 15:00:00,crystal palace,a,both
18,21/12/2019,15:00,Matchweek 18,Sat,Home,L,1,2,Norwich City,Wolves,52,4-2-3-1,5.23,13,46.2,0.17,17.3,1,0,4,50.0,0,0,0,433,383,114,320,80,17,210,66.7,0,2,8,0,54.8,2019-12-21 15:00:00,norwich,h,349,h,1.26536,1.65224,1.26536,1.65224,4,2,1,2,1.0513,l,12/21/2019 15:00,0,0,1,0,-0.38688,Norwich,14.58823529,9.461538462,15,12,18,19,37,P Bankes,13,7,7,3,2,0,14,4,14,11,4,0,3.75,3.8,1.9,0.538461538,0.285714286,Sat,2019-12-21 15:00:00,norwich,h,both
31,21/12/2019,15:00,Matchweek 18,Sat,Away,W,2,1,Wolverhampton Wanderers,Norwich City,48,3-4-3,105.0,14,28.6,0.5,16.3,0,0,6,83.3,0,0,0,398,362,118,240,110,21,170,37.5,0,4,15,0,45.2,2019-12-21 15:00:00,wolves,a,352,a,1.65224,1.26536,1.65224,1.26536,2,4,2,1,1.6819,w,12/21/2019 15:00,1,0,0,3,0.38688,Wolves,9.461538462,14.58823529,15,27,18,26,22,P Bankes,13,7,7,3,2,0,14,4,14,11,4,0,3.75,3.8,1.9,0.538461538,0.285714286,Sat,2019-12-21 15:00:00,wolves,a,both
19,21/12/2019,15:00,Matchweek 18,Sat,Away,W,1,0,Sheffield United,Brighton,31,3-5-2,63.45,7,28.6,0.5,12.9,0,0,2,100.0,1,0,1,269,210,83,137,121,11,175,90.0,0,3,14,0,50.8,2019-12-21 15:00:00,sheffield united,a,350,a,1.65933,0.428371,1.65933,0.428371,1,9,1,0,2.4205,w,12/21/2019 15:00,1,0,0,3,1.230959,Sheffield United,20.22222222,8.533333333,15,28,18,22,16,R Jones,9,2,6,4,1,0,7,2,11,3,3,0,2.2,3.25,3.5,0.222222222,0.285714286,Sat,2019-12-21 15:00:00,sheffield united,a,both
27,21/12/2019,17:30,Matchweek 18,Sat,Home,W,3,1,Manchester City,Leicester City,62,4-3-3,143.5,22,50.0,0.18,15.0,1,1,2,50.0,0,0,0,666,637,125,561,76,44,170,62.5,0,2,16,0,50.0,2019-12-21 17:30:00,man city,h,354,h,3.59139,1.01388,2.83026,1.01388,17,0,3,1,2.781,w,12/21/2019 17:30,1,0,0,3,1.81638,Man City,8.625,32.91666667,17,38,18,50,20,M Dean,23,12,14,6,2,0,5,2,9,1,2,0,1.36,5.25,7.5,0.52173913,0.4,Sat,2019-12-21 17:30:00,man city,h,both
21,21/12/2019,17:30,Matchweek 18,Sat,Away,L,1,3,Leicester City,Manchester City,38,4-1-4-1,93.87,5,40.0,0.5,14.2,0,0,11,81.8,0,1,0,390,344,114,292,69,10,206,58.3,0,2,10,0,50.0,2019-12-21 17:30:00,leicester,a,353,a,1.01388,3.59139,1.01388,2.83026,0,17,1,3,0.1476,l,12/21/2019 17:30,0,0,1,0,-1.81638,Leicester,32.91666667,8.625,17,39,18,41,14,M Dean,23,12,14,6,2,0,5,2,9,1,2,0,1.36,5.25,7.5,0.52173913,0.4,Sat,2019-12-21 17:30:00,leicester,a,both
20,22/12/2019,14:00,Matchweek 18,Sun,Home,W,2,0,Watford,Manchester Utd,38,4-2-3-1,50.4,10,20.0,0.5,15.6,0,1,8,100.0,1,0,1,288,229,58,164,111,18,217,73.7,0,3,19,0,26.8,2019-12-22 14:00:00,watford,h,356,h,1.59291,1.5309,0.83174,1.5309,8,8,2,0,1.4184,w,12/22/2019 14:00,1,0,0,3,-0.69916,Watford,8.875,5.416666667,14,12,18,11,32,L Mason,11,3,16,3,3,0,17,8,11,5,1,0,4.33,4,1.75,0.272727273,0.470588235,Sun,2019-12-22 14:00:00,watford,h,both
26,22/12/2019,14:00,Matchweek 18,Sun,Away,L,0,2,Manchester United,Watford,63,4-2-3-1,200.5,17,47.1,0.0,17.9,2,0,2,50.0,0,1,0,517,469,119,411,80,32,144,87.0,0,1,11,0,73.2,2019-12-22 14:00:00,man utd,a,355,a,1.5309,1.59291,1.5309,0.83174,8,8,0,2,1.3005,l,12/22/2019 14:00,0,0,1,0,0.69916,Man Utd,5.416666667,8.875,14,25,18,26,22,L Mason,11,3,16,3,3,0,17,8,11,5,1,0,4.33,4,1.75,0.272727273,0.470588235,Sun,2019-12-22 14:00:00,man utd,a,both
24,22/12/2019,16:30,Matchweek 18,Sun,Home,L,0,2,Tottenham Hotspur,Chelsea,46,4-2-3-1,115.2,5,20.0,0.0,17.9,1,0,2,50.0,0,1,1,453,387,111,314,119,10,224,72.2,1,4,11,0,54.8,2019-12-22 16:30:00,tottenham,h,358,h,0.276667,1.49374,0.276667,0.732575,7,8,0,2,0.314,l,12/22/2019 16:30,0,0,1,0,-0.455908,Tottenham,12.7826087,10.4,16,26,18,32,26,A Taylor,5,1,9,3,4,1,13,3,11,5,3,0,2.37,3.75,2.75,0.2,0.230769231,Sun,2019-12-22 16:30:00,tottenham,h,both
26,22/12/2019,16:30,Matchweek 18,Sun,Away,W,2,0,Chelsea,Tottenham,54,3-4-3,40.5,12,16.7,0.5,19.0,1,1,1,100.0,1,0,1,560,488,125,373,152,22,197,68.2,0,3,12,0,45.2,2019-12-22 16:30:00,chelsea,a,357,a,1.49374,0.276667,0.732575,0.276667,8,7,2,0,2.4938,w,12/22/2019 16:30,1,0,0,3,0.455908,Chelsea,10.4,12.7826087,16,32,18,33,25,A Taylor,5,1,9,3,4,1,13,3,11,5,3,0,2.37,3.75,2.75,0.2,0.230769231,Sun,2019-12-22 16:30:00,chelsea,a,both
25,26/12/2019,12:30,Matchweek 19,Thu,Home,W,2,1,Tottenham Hotspur,Brighton,54,3-4-3,115.2,11,45.5,0.4,17.6,1,0,5,80.0,0,0,0,482,418,104,376,84,15,157,40.9,0,4,10,0,35.7,2019-12-26 12:30:00,tottenham,h,360,h,1.02645,1.09007,1.02645,1.09007,7,2,2,1,1.2662,w,12/26/2019 12:30,1,0,0,3,-0.06362,Tottenham,10.125,9.692307692,12,29,19,34,27,G Scott,11,5,10,9,4,0,11,5,9,2,2,0,1.53,4.33,6,0.454545455,0.454545455,Thu,2019-12-26 12:30:00,tottenham,h,both
20,26/12/2019,12:30,Matchweek 19,Thu,Away,L,1,2,Brighton and Hove Albion,Tottenham,46,3-4-3,55.56,11,45.5,0.2,20.4,1,0,5,60.0,0,0,0,408,355,81,271,91,14,157,82.4,0,2,10,0,64.3,2019-12-26 12:30:00,brighton,a,359,a,1.09007,1.02645,1.09007,1.02645,2,7,1,2,1.418,l,12/26/2019 12:30,0,0,1,0,0.06362,Brighton,9.692307692,10.125,12,20,19,22,28,G Scott,11,5,10,9,4,0,11,5,9,2,2,0,1.53,4.33,6,0.454545455,0.454545455,Thu,2019-12-26 12:30:00,brighton,a,both
27,26/12/2019,15:00,Matchweek 19,Thu,Home,L,0,2,Chelsea,Southampton,66,3-4-3,40.5,10,40.0,0.0,15.6,1,0,3,33.3,0,0,5,670,589,125,468,98,19,137,71.9,0,3,10,0,55.9,2019-12-26 15:00:00,chelsea,h,365,h,0.859973,0.981321,0.859973,0.981321,10,2,0,2,1.1896,l,12/26/2019 15:00,0,0,1,0,-0.121348,Chelsea,5.111111111,12.53571429,15,32,19,33,27,J Moss,10,3,10,8,3,0,5,3,9,1,2,0,1.33,5.25,9,0.3,0.6,Thu,2019-12-26 15:00:00,chelsea,h,both
21,26/12/2019,15:00,Matchweek 19,Thu,Away,W,2,0,Southampton,Chelsea,34,4-4-2,51.75,5,60.0,0.67,14.2,0,0,4,100.0,1,0,0,340,253,75,162,120,6,267,63.2,0,2,13,0,44.1,2019-12-26 15:00:00,southampton,a,370,a,0.981321,0.859973,0.981321,0.859973,2,10,2,0,1.4689,w,12/26/2019 15:00,1,0,0,3,0.121348,Southampton,12.53571429,5.111111111,15,21,19,23,37,J Moss,10,3,10,8,3,0,5,3,9,1,2,0,1.33,5.25,9,0.3,0.6,Thu,2019-12-26 15:00:00,southampton,a,both
21,26/12/2019,15:00,Matchweek 19,Thu,Away,D,1,1,Watford,Sheffield Utd,42,4-2-3-1,50.4,5,40.0,0.5,20.3,2,0,3,100.0,0,1,0,356,285,71,205,115,9,143,56.3,0,3,9,0,44.6,2019-12-26 15:00:00,watford,a,371,a,0.596611,2.04481,0.596611,1.28364,6,6,1,1,0.3239,d,12/26/2019 15:00,0,1,0,1,-0.687029,Watford,20.42857143,13.2,15,13,19,12,33,D Coote,16,4,11,9,1,0,5,2,8,1,3,0,1.83,3.6,4.33,0.25,0.4,Thu,2019-12-26 15:00:00,watford,a,both
22,26/12/2019,15:00,Matchweek 19,Thu,Home,W,1,0,Everton,Burnley,68,3-4-1-2,106.6,21,23.8,0.2,17.8,1,0,0,,1,0,0,510,461,154,351,95,33,121,64.7,0,0,15,0,47.8,2019-12-26 15:00:00,everton,h,367,h,1.47521,0.565252,1.47521,0.565252,2,1,1,0,2.138,w,12/26/2019 15:00,1,0,0,3,0.909958,Everton,5.526315789,13.08333333,15,22,19,21,29,A Taylor,21,5,15,10,0,0,6,0,14,2,0,0,1.7,3.75,5,0.238095238,0,Thu,2019-12-26 15:00:00,everton,h,both
19,26/12/2019,15:00,Matchweek 19,Thu,Away,L,1,2,West Ham United,Crystal Palace,42,4-4-2,103.7,10,20.0,0.5,15.5,0,0,4,50.0,0,0,1,386,311,69,205,144,15,198,77.3,0,2,15,0,46.9,2019-12-26 15:00:00,west ham,a,372,a,0.796338,2.14195,0.796338,2.14195,8,12,1,2,0.4473,l,12/26/2019 15:00,0,0,1,0,-1.345612,West Ham,9.909090909,9.941176471,15,19,18,20,30,A Marriner,13,4,5,7,0,0,10,2,10,6,2,0,2.3,3.4,3.1,0.307692308,0.2,Thu,2019-12-26 15:00:00,west ham,a,both
19,26/12/2019,15:00,Matchweek 19,Thu,Away,L,0,1,Norwich City,Aston Villa,57,4-2-3-1,5.23,16,31.3,0.0,15.4,1,0,2,50.0,0,0,1,485,447,107,367,94,26,159,57.1,0,3,13,0,52.5,2019-12-26 15:00:00,norwich,a,368,a,1.45005,0.654194,1.45005,0.654194,3,4,0,1,2.0065,l,12/26/2019 15:00,0,0,1,0,0.795856,Norwich,9.222222222,11.52173913,15,12,19,19,38,C Kavanagh,11,2,15,5,2,0,16,6,12,8,3,0,2.1,3.75,3.3,0.181818182,0.375,Thu,2019-12-26 15:00:00,norwich,a,both
