fx_Unnamed: 0,fx_Date,fx_Time,fx_Round,fx_Day,fx_Venue,fx_Result,fx_GF,fx_GA,fx_Team,fx_Opponent,fx_Possession,fx_Formation,fx_Transfers - Home,fx_Shots,fx_SoT%,fx_G/SoT,fx_Avg. Distance of Shots,fx_FK Shots,fx_PK,fx_SoT Against,fx_Save%,fx_Clean Sheet,fx_PK Allowed,fx_# Defensive Actions OPA,fx_Live Passes,fx_Passes Completed,fx_Passes Under Pressure,fx_Ground Passes,fx_High Passes,fx_Shot-Creating Actions,fx_Presses (Applied),fx_Successful Dribbles,fx_Red Cards,fx_Yellow Cards,fx_Fouls,fx_Own Goals,fx_Aerial Battles Won (%),fx_kickoff,fx_team_norm,fx_side,epl_Unnamed: 0,epl_h_a,epl_xG,epl_xGA,epl_npxG,epl_npxGA,epl_deep,epl_deep_allowed,epl_scored,epl_missed,epl_xpts,epl_result,epl_date,epl_wins,epl_draws,epl_loses,epl_pts,epl_npxGD,epl_teamId,epl_ppda_cal,epl_allowed_ppda,epl_matchtime,epl_tot_points,epl_round,epl_tot_goal,epl_tot_con,epl_Referee.x,epl_HS.x,epl_HST.x,epl_HF.x,epl_HC.x,epl_HY.x,epl_HR.x,epl_AS.x,epl_AST.x,epl_AF.x,epl_AC.x,epl_AY.x,epl_AR.x,epl_B365H.x,epl_B365D.x,epl_B365A.x,epl_HtrgPerc,epl_AtrgPerc,epl_matchDay,epl_kickoff,epl_team_norm,epl_side,_merge
9,05/10/2019,12:30,Matchweek 8,Sat,Home,W,3,0,Brighton and Hove Albion,Tottenham,48,4-4-2,55.56,17,35.3,0.5,17.3,1,0,3,100.0,1,0,1,489,433,128,316,101,31,164,62.1,0,2,16,0,58.3,2019-10-05 12:30:00,brighton,h,141,h,2.60017,0.478504,2.60017,0.478504,12,4,3,0,2.8252,w,10/5/2019 12:30,1,0,0,3,2.121666,Brighton,8.135135135,15.23529412,12,9,8,8,10,J Moss,17,6,11,4,2,0,8,3,7,4,1,0,3.9,3.6,1.9,0.352941176,0.375,Sat,2019-10-05 12:30:00,brighton,h,both
10,05/10/2019,12:30,Matchweek 8,Sat,Away,L,0,3,Tottenham Hotspur,Brighton,52,4-2-3-1,115.2,8,37.5,0.0,20.5,1,0,6,50.0,0,0,1,523,470,52,425,82,12,238,56.0,0,1,10,0,41.7,2019-10-05 12:30:00,tottenham,a,142,a,0.478504,2.60017,0.478504,2.60017,4,12,0,3,0.1078,l,10/5/2019 12:30,0,0,1,0,-2.121666,Tottenham,15.23529412,8.135135135,12,11,8,14,12,J Moss,17,6,11,4,2,0,8,3,7,4,1,0,3.9,3.6,1.9,0.352941176,0.375,Sat,2019-10-05 12:30:00,tottenham,a,both
9,05/10/2019,15:00,Matchweek 8,Sat,Away,L,0,1,Everton,Burnley,58,4-2-3-1,106.6,11,18.2,0.0,15.3,1,0,3,66.7,0,0,1,465,387,88,288,123,15,142,57.1,1,3,11,0,50.8,2019-10-05 15:00:00,everton,a,145,a,1.30723,0.558912,1.30723,0.558912,4,6,0,1,2.0524,l,10/5/2019 15:00,0,0,1,0,0.748318,Everton,7.8,19.5,15,7,8,6,13,G Scott,9,3,5,7,2,0,11,2,12,9,1,1,2.87,3.3,2.5,0.333333333,0.181818182,Sat,2019-10-05 15:00:00,everton,a,both
9,05/10/2019,15:00,Matchweek 8,Sat,Away,L,1,2,Leicester City,Liverpool,47,4-1-4-1,93.87,2,50.0,1.0,19.6,0,0,7,85.7,0,1,2,440,364,60,294,126,2,187,63.6,0,4,22,0,69.6,2019-10-05 15:00:00,leicester,a,146,a,0.0982107,3.74867,0.0982107,2.9875,4,12,1,2,0.0114,l,10/5/2019 15:00,0,0,1,0,-2.8892893,Leicester,9.25,7.78125,15,14,8,14,7,C Kavanagh,18,8,9,4,1,0,2,1,17,6,4,0,1.44,4.75,7,0.444444444,0.5,Sat,2019-10-05 15:00:00,leicester,a,both
12,05/10/2019,15:00,Matchweek 8,Sat,Home,W,2,1,Liverpool,Leicester City,53,4-3-3,9.36,17,41.2,0.14,15.1,1,1,1,0.0,0,0,0,484,421,83,304,147,32,198,85.7,0,1,10,0,30.4,2019-10-05 15:00:00,liverpool,h,147,h,3.74867,0.0982107,2.9875,0.0982107,12,4,2,1,2.9796,w,10/5/2019 15:00,1,0,0,3,2.8892893,Liverpool,7.78125,9.25,15,24,8,20,6,C Kavanagh,18,8,9,4,1,0,2,1,17,6,4,0,1.44,4.75,7,0.444444444,0.5,Sat,2019-10-05 15:00:00,liverpool,h,both
9,05/10/2019,15:00,Matchweek 8,Sat,Away,W,5,1,Aston Villa,Norwich City,43,4-3-3,143.1,21,47.6,0.5,17.5,0,0,4,75.0,0,0,0,322,291,39,239,86,35,154,69.2,0,3,18,0,53.3,2019-10-05 15:00:00,aston villa,a,143,a,3.67827,1.84838,2.76412,1.84838,9,13,5,1,2.472,w,10/5/2019 15:00,1,0,0,3,0.91574,Aston Villa,8.8,6.041666667,15,8,8,13,12,A Madley,21,5,14,10,1,0,22,12,17,6,3,0,2.37,3.6,2.8,0.238095238,0.545454545,Sat,2019-10-05 15:00:00,aston villa,a,both
9,05/10/2019,15:00,Matchweek 8,Sat,Home,D,0,0,Watford,Sheffield Utd,39,3-5-2,50.4,8,25.0,0.0,16.4,0,0,2,100.0,1,0,3,356,273,71,208,123,13,205,43.8,0,0,8,0,53.2,2019-10-05 15:00:00,watford,h,150,h,1.44318,0.353724,1.44318,0.353724,2,5,0,0,2.3876,d,10/5/2019 15:00,0,1,0,1,1.089456,Watford,19.375,6.727272727,15,3,8,4,20,A Marriner,8,2,7,7,0,0,9,3,6,7,2,0,2.05,3.4,3.6,0.25,0.333333333,Sat,2019-10-05 15:00:00,watford,h,both
8,05/10/2019,15:00,Matchweek 8,Sat,Home,W,1,0,Burnley,Everton,42,4-4-2,21.47,9,33.3,0.33,15.4,1,0,2,100.0,1,0,1,317,245,88,205,118,15,134,37.5,0,2,6,0,49.2,2019-10-05 15:00:00,burnley,h,144,h,0.558912,1.30723,0.558912,1.30723,6,4,1,0,0.6769,w,10/5/2019 15:00,1,0,0,3,-0.748318,Burnley,19.5,7.8,15,12,8,11,9,G Scott,9,3,5,7,2,0,11,2,12,9,1,1,2.87,3.3,2.5,0.333333333,0.181818182,Sat,2019-10-05 15:00:00,burnley,h,both
8,05/10/2019,15:00,Matchweek 8,Sat,Home,L,1,5,Norwich City,Aston Villa,57,4-2-3-1,5.23,22,18.2,0.25,16.3,0,0,10,50.0,0,0,0,442,399,107,383,79,29,123,75.0,0,1,15,0,46.7,2019-10-05 15:00:00,norwich,h,148,h,1.84838,3.67827,1.84838,2.76412,13,9,1,5,0.4017,l,10/5/2019 15:00,0,0,1,0,-0.91574,Norwich,6.041666667,8.8,15,6,8,10,21,A Madley,21,5,14,10,1,0,22,12,17,6,3,0,2.37,3.6,2.8,0.238095238,0.545454545,Sat,2019-10-05 15:00:00,norwich,h,both
9,05/10/2019,15:00,Matchweek 8,Sat,Away,D,0,0,Sheffield United,Watford,61,3-5-2,63.45,9,22.2,0.0,20.0,0,0,2,100.0,1,0,1,566,489,144,372,117,12,121,60.0,0,2,7,0,46.8,2019-10-05 15:00:00,sheffield united,a,149,a,0.353724,1.44318,0.353724,1.44318,5,2,0,0,0.4004,d,10/5/2019 15:00,0,1,0,1,-1.089456,Sheffield United,6.727272727,19.375,15,9,8,7,7,A Marriner,8,2,7,7,0,0,9,3,6,7,2,0,2.05,3.4,3.6,0.25,0.333333333,Sat,2019-10-05 15:00:00,sheffield united,a,both
8,05/10/2019,17:30,Matchweek 8,Sat,Away,W,2,1,Crystal Palace,West Ham,48,4-2-3-1,5.49,6,33.3,0.5,16.6,0,1,4,75.0,0,0,0,473,423,115,332,96,10,151,63.6,0,2,10,0,43.2,2019-10-05 17:30:00,crystal palace,a,151,a,2.0682,1.23577,1.30703,1.23577,7,7,2,1,2.1092,w,10/5/2019 17:30,1,0,0,3,0.07126,Crystal Palace,20.07142857,14.78947368,17,14,8,8,8,M Oliver,9,4,11,2,3,0,7,4,7,2,2,0,1.95,3.6,3.8,0.444444444,0.571428571,Sat,2019-10-05 17:30:00,crystal palace,a,both
9,05/10/2019,17:30,Matchweek 8,Sat,Home,L,1,2,West Ham United,Crystal Palace,52,4-1-4-1,103.7,9,44.4,0.25,10.9,0,0,2,50.0,0,1,1,497,449,80,351,105,12,205,58.3,0,3,12,0,56.8,2019-10-05 17:30:00,west ham,h,152,h,1.23577,2.0682,1.23577,1.30703,7,7,1,2,0.6572,l,10/5/2019 17:30,0,0,1,0,-0.07126,West Ham,14.78947368,20.07142857,17,12,8,11,11,M Oliver,9,4,11,2,3,0,7,4,7,2,2,0,1.95,3.6,3.8,0.444444444,0.571428571,Sat,2019-10-05 17:30:00,west ham,h,both
9,06/10/2019,14:00,Matchweek 8,Sun,Away,L,0,1,Bournemouth,Arsenal,48,4-4-2,46.99,10,20.0,0.0,18.3,0,0,2,50.0,0,0,1,396,344,81,252,77,14,249,58.3,0,2,10,0,61.1,2019-10-06 14:00:00,bournemouth,a,154,a,0.683967,1.24109,0.683967,1.24109,7,10,0,1,0.8124,l,10/6/2019 14:00,0,0,1,0,-0.557123,Bournemouth,10.2173913,7.028571429,14,11,8,13,13,M Atkinson,12,2,12,14,1,0,10,2,6,5,2,0,1.44,4.75,7,0.166666667,0.2,Sun,2019-10-06 14:00:00,bournemouth,a,both
11,06/10/2019,14:00,Matchweek 8,Sun,Home,L,0,2,Manchester City,Wolves,77,4-2-3-1,143.5,18,11.1,0.0,18.2,2,0,2,0.0,0,0,0,706,658,133,575,106,27,107,54.2,0,5,13,0,42.9,2019-10-06 14:00:00,man city,h,156,h,1.61884,1.18825,1.61884,1.18825,13,1,0,2,1.6896,l,10/6/2019 14:00,0,0,1,0,0.43059,Man City,4.115384615,19.6875,14,16,8,27,9,C Pawson,18,2,11,9,5,0,7,2,14,1,2,0,1.12,9,21,0.111111111,0.285714286,Sun,2019-10-06 14:00:00,man city,h,both
10,06/10/2019,14:00,Matchweek 8,Sun,Home,W,1,0,Arsenal,Bournemouth,52,4-2-3-1,137.5,12,16.7,0.5,15.8,0,0,2,100.0,1,0,0,423,365,199,306,111,17,197,77.8,0,1,16,0,38.9,2019-10-06 14:00:00,arsenal,h,153,h,1.24109,0.683967,1.24109,0.683967,10,7,1,0,1.8762,w,10/6/2019 14:00,1,0,0,3,0.557123,Arsenal,7.028571429,10.2173913,14,15,8,13,11,M Atkinson,12,2,12,14,1,0,10,2,6,5,2,0,1.44,4.75,7,0.166666667,0.2,Sun,2019-10-06 14:00:00,arsenal,h,both
9,06/10/2019,14:00,Matchweek 8,Sun,Home,L,1,4,Southampton,Chelsea,42,4-3-3,51.75,10,20.0,0.5,17.5,1,0,7,42.9,0,0,0,346,283,63,231,102,13,192,50.0,0,0,12,0,35.0,2019-10-06 14:00:00,southampton,h,157,h,1.27044,2.15201,1.27044,2.15201,5,10,1,4,0.7488,l,10/6/2019 14:00,0,0,1,0,-0.88157,Southampton,10.88461538,11.10526316,14,7,8,8,15,P Tierney,10,3,8,3,0,0,13,7,15,4,1,0,4,3.8,1.85,0.3,0.538461538,Sun,2019-10-06 14:00:00,southampton,h,both
16,06/10/2019,14:00,Matchweek 8,Sun,Away,W,2,0,Wolverhampton Wanderers,Manchester City,23,3-5-2,105.0,7,28.6,1.0,16.6,0,0,2,100.0,1,0,0,195,156,62,107,80,12,215,68.4,0,2,18,0,57.1,2019-10-06 14:00:00,wolves,a,158,a,1.18825,1.61884,1.18825,1.61884,1,13,2,0,1.0413,w,10/6/2019 14:00,1,0,0,3,-0.43059,Wolves,19.6875,4.115384615,14,10,8,11,11,C Pawson,18,2,11,9,5,0,7,2,14,1,2,0,1.12,9,21,0.111111111,0.285714286,Sun,2019-10-06 14:00:00,wolves,a,both
11,06/10/2019,14:00,Matchweek 8,Sun,Away,W,4,1,Chelsea,Southampton,58,4-2-3-1,40.5,14,50.0,0.57,16.9,0,0,2,50.0,0,0,0,494,422,136,338,127,24,160,56.3,0,1,15,0,65.0,2019-10-06 14:00:00,chelsea,a,155,a,2.15201,1.27044,2.15201,1.27044,10,5,4,1,2.0187,w,10/6/2019 14:00,1,0,0,3,0.88157,Chelsea,11.10526316,10.88461538,14,14,8,18,14,P Tierney,10,3,8,3,0,0,13,7,15,4,1,0,4,3.8,1.85,0.3,0.538461538,Sun,2019-10-06 14:00:00,chelsea,a,both
10,06/10/2019,16:30,Matchweek 8,Sun,Away,L,0,1,Manchester United,Newcastle Utd,68,4-2-3-1,200.5,12,16.7,0.0,17.0,1,0,1,0.0,0,0,1,577,532,98,450,80,21,102,33.3,0,3,13,0,52.5,2019-10-06 16:30:00,man utd,a,159,a,0.969204,0.650296,0.969204,0.650296,5,1,0,1,1.6237,l,10/6/2019 16:30,0,0,1,0,0.318908,Man Utd,6.818181818,28.45454545,16,9,8,9,8,M Dean,12,2,12,4,3,0,12,3,10,6,3,0,4.5,3.5,1.85,0.166666667,0.25,Sun,2019-10-06 16:30:00,man utd,a,both
8,06/10/2019,16:30,Matchweek 8,Sun,Home,W,1,0,Newcastle United,Manchester Utd,32,3-4-3,60.66,12,8.3,1.0,22.0,1,0,2,100.0,1,0,1,254,211,56,123,118,23,157,69.6,0,3,13,0,47.5,2019-10-06 16:30:00,newcastle united,h,160,h,0.650296,0.969204,0.650296,0.969204,1,5,1,0,1.0303,w,10/6/2019 16:30,1,0,0,3,-0.318908,Newcastle United,28.45454545,6.818181818,16,8,8,5,13,M Dean,12,2,12,4,3,0,12,3,10,6,3,0,4.5,3.5,1.85,0.166666667,0.25,Sun,2019-10-06 16:30:00,newcastle united,h,both
10,19/10/2019,12:30,Matchweek 9,Sat,Home,W,2,0,Everton,West Ham,52,4-2-3-1,106.6,18,55.6,0.2,15.9,1,0,4,100.0,1,0,1,382,312,117,273,100,26,177,63.2,0,2,16,0,52.3,2019-10-19 12:30:00,everton,h,161,h,2.23324,0.459112,2.23324,0.459112,11,3,2,0,2.6186,w,10/19/2019 12:30,1,0,0,3,1.774128,Everton,5.71875,10.05263158,12,10,9,8,13,P Tierney,19,10,15,11,2,0,8,4,15,2,2,0,1.95,3.75,3.75,0.526315789,0.5,Sat,2019-10-19 12:30:00,everton,h,both
10,19/10/2019,12:30,Matchweek 9,Sat,Away,L,0,2,West Ham United,Everton,48,4-1-4-1,103.7,9,44.4,0.0,16.5,2,0,10,80.0,0,0,0,342,297,76,204,103,14,181,80.0,0,2,16,0,47.7,2019-10-19 12:30:00,west ham,a,162,a,0.459112,2.23324,0.459112,2.23324,3,11,0,2,0.2537,l,10/19/2019 12:30,0,0,1,0,-1.774128,West Ham,10.05263158,5.71875,12,12,9,11,13,P Tierney,19,10,15,11,2,0,8,4,15,2,2,0,1.95,3.75,3.75,0.526315789,0.5,Sat,2019-10-19 12:30:00,west ham,a,both
10,19/10/2019,15:00,Matchweek 9,Sat,Home,W,2,1,Leicester City,Burnley,62,4-1-4-1,93.87,19,15.8,0.67,18.2,1,0,4,75.0,0,0,1,528,488,113,441,80,31,126,50.0,0,0,4,0,45.8,2019-10-19 15:00:00,leicester,h,168,h,0.8291,1.79569,0.8291,1.79569,6,3,2,1,0.613,w,10/19/2019 15:00,1,0,0,3,-0.96659,Leicester,7.6,15.2,15,17,9,16,8,J Moss,19,3,4,9,0,0,13,4,10,4,3,0,1.57,4,6,0.157894737,0.307692308,Sat,2019-10-19 15:00:00,leicester,h,both
10,19/10/2019,15:00,Matchweek 9,Sat,Home,D,0,0,Bournemouth,Norwich City,48,4-4-2,46.99,11,18.2,0.0,20.3,1,0,1,100.0,1,0,1,416,356,67,291,115,13,226,72.7,0,1,11,0,45.2,2019-10-19 15:00:00,bournemouth,h,164,h,0.675554,0.402873,0.675554,0.402873,7,5,0,0,1.5813,d,10/19/2019 15:00,0,1,0,1,0.272681,Bournemouth,12.7,11.83333333,15,12,9,13,13,L Mason,11,2,8,6,1,0,10,1,11,7,3,0,1.72,4.2,4.2,0.181818182,0.1,Sat,2019-10-19 15:00:00,bournemouth,h,both
11,19/10/2019,15:00,Matchweek 9,Sat,Home,D,1,1,Tottenham Hotspur,Watford,69,3-4-3,115.2,12,25.0,0.33,17.2,1,0,2,50.0,0,0,3,665,608,97,502,102,18,124,57.1,0,4,6,0,51.5,2019-10-19 15:00:00,tottenham,h,172,h,0.891617,0.846851,0.891617,0.846851,10,2,1,1,1.3988,d,10/19/2019 15:00,0,1,0,1,0.044766,Tottenham,7.434782609,18.89473684,15,12,9,15,13,C Kavanagh,12,2,5,11,4,0,7,2,9,2,3,0,1.4,5,7.5,0.166666667,0.285714286,Sat,2019-10-19 15:00:00,tottenham,h,both
9,19/10/2019,15:00,Matchweek 9,Sat,Away,L,0,1,Newcastle United,Chelsea,29,3-4-3,60.66,5,0.0,,16.5,0,0,7,85.7,0,0,1,241,192,23,146,93,8,220,75.0,0,1,13,0,41.7,2019-10-19 15:00:00,newcastle united,a,169,a,0.197082,2.30068,0.197082,2.30068,1,12,0,1,0.1328,l,10/19/2019 15:00,0,0,1,0,-2.103598,Newcastle United,23.5,4.652173913,15,8,9,5,14,A Marriner,16,8,9,11,2,0,5,0,12,0,1,0,1.3,5.5,10,0.5,0,Sat,2019-10-19 15:00:00,newcastle united,a,both
17,19/10/2019,15:00,Matchweek 9,Sat,Home,D,1,1,Wolverhampton Wanderers,Southampton,57,3-5-2,105.0,3,0.0,,24.3,0,1,5,80.0,0,0,1,470,415,63,317,114,7,147,61.1,0,3,11,0,53.7,2019-10-19 15:00:00,wolves,h,174,h,0.887495,1.37695,0.126326,1.37695,3,5,1,1,0.9399,d,10/19/2019 15:00,0,1,0,1,-1.250624,Wolves,14.66666667,12.04166667,15,11,9,12,12,P Bankes,4,1,10,1,3,0,14,5,17,3,2,0,1.8,3.6,4.5,0.25,0.357142857,Sat,2019-10-19 15:00:00,wolves,h,both
10,19/10/2019,15:00,Matchweek 9,Sat,Home,W,2,1,Aston Villa,Brighton,49,4-3-3,143.1,23,34.8,0.25,17.4,3,0,6,83.3,0,0,0,442,395,103,362,80,39,165,94.4,0,1,9,0,27.3,2019-10-19 15:00:00,aston villa,h,163,h,2.96692,1.32184,2.96692,1.32184,7,10,2,1,2.4098,w,10/19/2019 15:00,1,0,0,3,1.64508,Aston Villa,15.05555556,9.523809524,15,11,9,15,13,D Coote,24,8,9,7,1,0,20,5,17,5,2,1,2.35,3.4,3,0.333333333,0.25,Sat,2019-10-19 15:00:00,aston villa,h,both
9,19/10/2019,15:00,Matchweek 9,Sat,Away,D,0,0,Norwich City,Bournemouth,52,4-1-4-1,5.23,10,10.0,0.0,20.5,0,0,2,100.0,1,0,0,454,414,176,328,76,19,152,66.7,0,3,12,0,54.8,2019-10-19 15:00:00,norwich,a,170,a,0.402873,0.675554,0.402873,0.675554,5,7,0,0,0.9885,d,10/19/2019 15:00,0,1,0,1,-0.272681,Norwich,11.83333333,12.7,15,7,9,10,21,L Mason,11,2,8,6,1,0,10,1,11,7,3,0,1.72,4.2,4.2,0.181818182,0.1,Sat,2019-10-19 15:00:00,norwich,a,both
10,19/10/2019,15:00,Matchweek 9,Sat,Away,L,1,2,Brighton and Hove Albion,Aston Villa,51,4-4-2,55.56,20,30.0,0.17,21.2,0,0,8,75.0,0,0,0,472,427,91,319,83,32,191,77.8,1,4,20,0,72.7,2019-10-19 15:00:00,brighton,a,165,a,1.32184,2.96692,1.32184,2.96692,10,7,1,2,0.4421,l,10/19/2019 15:00,0,0,1,0,-1.64508,Brighton,9.523809524,15.05555556,15,9,9,9,12,D Coote,24,8,9,7,1,0,20,5,17,5,2,1,2.35,3.4,3,0.333333333,0.25,Sat,2019-10-19 15:00:00,brighton,a,both
9,19/10/2019,15:00,Matchweek 9,Sat,Away,L,1,2,Burnley,Leicester City,38,4-4-2,21.47,13,30.8,0.25,17.7,1,0,3,33.3,0,0,0,298,263,82,181,115,16,179,38.1,0,3,12,0,54.2,2019-10-19 15:00:00,burnley,a,166,a,1.79569,0.8291,1.79569,0.8291,3,6,1,2,2.1661,l,10/19/2019 15:00,0,0,1,0,0.96659,Burnley,15.2,7.6,15,12,9,12,11,J Moss,19,3,4,9,0,0,13,4,10,4,3,0,1.57,4,6,0.157894737,0.307692308,Sat,2019-10-19 15:00:00,burnley,a,both
12,19/10/2019,15:00,Matchweek 9,Sat,Home,W,1,0,Chelsea,Newcastle Utd,71,4-3-3,40.5,16,43.8,0.14,12.4,1,0,0,,1,0,0,614,574,149,496,98,26,57,75.0,0,2,9,0,58.3,2019-10-19 15:00:00,chelsea,h,167,h,2.30068,0.197082,2.30068,0.197082,12,1,1,0,2.774,w,10/19/2019 15:00,1,0,0,3,2.103598,Chelsea,4.652173913,23.5,15,17,9,19,14,A Marriner,16,8,9,11,2,0,5,0,12,0,1,0,1.3,5.5,10,0.5,0,Sat,2019-10-19 15:00:00,chelsea,h,both
10,19/10/2019,15:00,Matchweek 9,Sat,Away,D,1,1,Watford,Tottenham,31,3-5-2,50.4,7,28.6,0.5,18.6,2,0,3,66.7,0,0,1,288,222,40,168,95,13,195,81.8,0,3,9,0,48.5,2019-10-19 15:00:00,watford,a,173,a,0.846851,0.891617,0.846851,0.891617,2,10,1,1,1.2518,d,10/19/2019 15:00,0,1,0,1,-0.044766,Watford,18.89473684,7.434782609,15,4,9,5,21,C Kavanagh,12,2,5,11,4,0,7,2,9,2,3,0,1.4,5,7.5,0.166666667,0.285714286,Sat,2019-10-19 15:00:00,watford,a,both
10,19/10/2019,15:00,Matchweek 9,Sat,Away,D,1,1,Southampton,Wolves,43,3-4-3,51.75,14,35.7,0.2,14.4,1,0,0,,0,1,1,361,305,61,248,99,19,128,54.5,0,2,18,0,46.3,2019-10-19 15:00:00,southampton,a,171,a,1.37695,0.887495,1.37695,0.126326,5,3,1,1,1.7256,d,10/19/2019 15:00,0,1,0,1,1.250624,Southampton,12.04166667,14.66666667,15,8,9,9,16,P Bankes,4,1,10,1,3,0,14,5,17,3,2,0,1.8,3.6,4.5,0.25,0.357142857,Sat,2019-10-19 15:00:00,southampton,a,both
12,19/10/2019,17:30,Matchweek 9,Sat,Away,W,2,0,Manchester City,Crystal Palace,71,4-3-3,143.5,21,42.9,0.22,13.7,0,0,2,100.0,1,0,0,672,625,101,549,76,37,117,70.4,0,1,12,0,61.8,2019-10-19 17:30:00,man city,a,176,a,4.02104,0.616864,4.02104,0.616864,21,5,2,0,2.9204,w,10/19/2019 17:30,1,0,0,3,3.404176,Man City,6.736842105,18.57894737,17,19,9,29,9,A Taylor,7,2,8,1,1,0,21,10,10,8,1,0,12,7,1.22,0.285714286,0.476190476,Sat,2019-10-19 17:30:00,man city,a,both
9,19/10/2019,17:30,Matchweek 9,Sat,Home,L,0,2,Crystal Palace,Manchester City,29,4-2-3-1,5.49,7,28.6,0.0,15.3,1,0,9,77.8,0,0,0,259,221,41,176,77,13,213,75.0,0,1,10,0,38.2,2019-10-19 17:30:00,crystal palace,h,175,h,0.616864,4.02104,0.616864,4.02104,5,21,0,2,0.0503,l,10/19/2019 17:30,0,0,1,0,-3.404176,Crystal Palace,18.57894737,6.736842105,17,14,9,8,10,A Taylor,7,2,8,1,1,0,21,10,10,8,1,0,12,7,1.22,0.285714286,0.476190476,Sat,2019-10-19 17:30:00,crystal palace,h,both
11,20/10/2019,16:30,Matchweek 9,Sun,Home,D,1,1,Manchester United,Liverpool,34,3-4-1-2,200.5,7,28.6,0.5,20.2,0,0,4,75.0,0,0,0,280,228,44,150,133,13,240,38.9,0,0,8,0,26.7,2019-10-20 16:30:00,man utd,h,178,h,0.791862,1.03212,0.791862,1.03212,1,7,1,1,1.0985,d,10/20/2019 16:30,0,1,0,1,-0.240258,Man Utd,31.5,5.172413793,16,10,9,10,9,M Atkinson,7,2,6,3,0,0,10,4,14,1,1,0,5.25,3.8,1.65,0.285714286,0.4,Sun,2019-10-20 16:30:00,man utd,h,both
13,20/10/2019,16:30,Matchweek 9,Sun,Away,D,1,1,Liverpool,Manchester Utd,66,4-3-3,9.36,10,40.0,0.25,18.0,0,0,2,50.0,0,0,0,616,551,158,435,110,17,138,66.7,0,1,15,0,73.3,2019-10-20 16:30:00,liverpool,a,177,a,1.03212,0.791862,1.03212,0.791862,7,1,1,1,1.5203,d,10/20/2019 16:30,0,1,0,1,0.240258,Liverpool,5.172413793,31.5,16,25,9,21,7,M Atkinson,7,2,6,3,0,0,10,4,14,1,1,0,5.25,3.8,1.65,0.285714286,0.4,Sun,2019-10-20 16:30:00,liverpool,a,both
10,21/10/2019,20:00,Matchweek 9,Mon,Home,W,1,0,Sheffield United,Arsenal,33,3-5-2,63.45,8,25.0,0.5,17.4,0,0,3,100.0,1,0,0,270,236,62,150,102,16,225,50.0,0,4,12,0,62.2,2019-10-21 20:00:00,sheffield united,h,180,h,0.895722,0.949735,0.895722,0.949735,6,8,1,0,1.2742,w,10/21/2019 20:00,1,0,0,3,-0.054013,Sheffield United,12.21428571,5.944444444,20,12,9,8,7,M Dean,8,2,10,7,4,0,9,3,12,12,4,0,3.9,3.75,1.9,0.25,0.333333333,Mon,2019-10-21 20:00:00,sheffield united,h,both
11,21/10/2019,20:00,Matchweek 9,Mon,Away,L,0,1,Arsenal,Sheffield Utd,67,4-2-3-1,137.5,9,33.3,0.0,17.2,1,0,2,50.0,0,0,0,610,562,126,463,79,16,95,73.1,0,4,13,0,37.8,2019-10-21 20:00:00,arsenal,a,179,a,0.949735,0.895722,0.949735,0.895722,8,6,0,1,1.3294,l,10/21/2019 20:00,0,0,1,0,0.054013,Arsenal,5.944444444,12.21428571,20,15,9,13,12,M Dean,8,2,10,7,4,0,9,3,12,12,4,0,3.9,3.75,1.9,0.25,0.333333333,Mon,2019-10-21 20:00:00,arsenal,a,both
11,25/10/2019,20:00,Matchweek 10,Fri,Home,L,0,9,Southampton,Leicester City,29,3-5-2,51.75,6,50.0,0.0,21.3,1,0,15,46.7,0,1,0,246,185,76,145,84,11,215,85.7,1,0,6,0,50.0,2019-10-25 20:00:00,southampton,h,182,h,0.457334,4.38046,0.457334,3.6193,1,9,0,9,0.0228,l,10/25/2019 20:00,0,0,1,0,-3.161966,Southampton,17.04761905,3.189189189,20,8,10,9,25,A Marriner,6,3,3,2,0,1,25,15,12,7,0,0,3.1,3.4,2.3,0.5,0.6,Fri,2019-10-25 20:00:00,southampton,h,both
11,25/10/2019,20:00,Matchweek 10,Fri,Away,W,9,0,Leicester City,Southampton,71,4-1-4-1,93.87,23,65.2,0.53,17.0,1,1,3,100.0,1,0,0,695,640,103,475,106,40,159,70.6,0,0,14,0,50.0,2019-10-25 20:00:00,leicester,a,181,a,4.38046,0.457334,3.6193,0.457334,9,1,9,0,2.964,w,10/25/2019 20:00,1,0,0,3,3.161966,Leicester,3.189189189,17.04761905,20,20,10,25,8,A Marriner,6,3,3,2,0,1,25,15,12,7,0,0,3.1,3.4,2.3,0.5,0.6,Fri,2019-10-25 20:00:00,leicester,a,both
11,26/10/2019,12:30,Matchweek 10,Sat,Away,L,0,3,Aston Villa,Manchester City,36,4-1-4-1,143.1,11,45.5,0.0,16.0,0,0,10,70.0,0,0,1,314,286,30,236,75,15,83,71.4,0,1,6,0,16.7,2019-10-26 12:30:00,aston villa,a,183,a,0.980145,3.19004,0.980145,3.19004,3,18,0,3,0.2449,l,10/26/2019 12:30,0,0,1,0,-2.209895,Aston Villa,26.7,8.083333333,12,11,10,15,16,G Scott,25,9,10,13,1,1,11,5,5,7,1,0,1.08,11,26,0.36,0.454545455,Sat,2019-10-26 12:30:00,aston villa,a,both
